ID,Experimental (Koc),BalabanJ,AMID,ATSC2s,nAromAtom,ATSC0pe,ETA_shape_x,fMF,FilterItLogS,ATS8se,ATSC0dv,nBondsD,NddsN,SMR,TIC1,NdO,nP,TpiPC10,SLogP,BCUTs-1h,ATSC1are,EState_VSA7,NdS,ATS5s,nG12FRing,piPC8,ZMIC1
649,1,1.909,2.0287,1.7108,10,1.7209,0,0.4348,-3.3431,78.2525,79.8261,1,0,53.9525,55.2292,1,0,7.9838,3.0424,7.0083,0.0076,42.4646,0,101,0,6.3365,37.5766
650,0,2.4746,1.9274,19.412,6,4.1591,0,0.2727,-3.4935,75.2602,96.1886,1,0,59.1978,76.5977,1,0,6.6141,3.4987,7.0083,-0.4718,0,0,104.2615,0,4.6024,43.1701
652,0,1.6811,2.0185,6.3096,12,2.4754,0,0.5185,-2.8681,251.332,95.4074,1,0,63.6798,75.079,0,0,7.8721,2.6614,4.0065,-0.2923,30.3318,0,115.6667,0,5.942,40.845
653,0,2.2794,1.9417,1.0288,6,0.5444,0,0.3333,-2.4967,0,43.1111,0,0,35.916,39.5489,0,0,5.3841,2.3034,2.2632,0,0,0,38,0,0,25.1248
654,0,2.3462,1.9313,1.5297,6,1.5967,0,0.4286,-2.8056,0,38.5608,0,0,40.8744,37.7932,0,0,5.6114,2.5756,4.0052,-0.32,0,0,15.7531,0,0,32.7866
655,1,2.462,1.9225,0.6382,6,2.0614,0,0.4615,-3.3719,0,42.6268,0,0,43.1368,34.5959,0,0,5.8238,3.3524,6.0028,-0.3838,0,0,14.8973,0,0,43.771
656,0,2.2284,1.9476,-0.8449,6,1.6586,0,0.3158,-1.4542,0,54.7368,0,0,37.0758,49.4913,0,0,5.5349,1.7399,6.0026,-0.1947,30.3318,0,63.3333,0,0,25.669
657,1,2.5329,1.9232,29.1414,6,2.8826,0,0.375,-2.9812,0,74.642,1,1,47.5288,52,1,0,6.2759,2.4838,8.0019,0.4275,0,0,82.0617,0,0,35.25
658,0,2.2599,1.9386,22.6667,6,2.5064,0,0.3333,-1.5215,20.1554,74,1,0,38.1383,54.3038,1,0,5.8985,1.6932,7.0083,-0.2778,6.9237,0,70,0,0,24.2924
660,0,2.125,1.9616,-0.8622,6,0.9264,0,0.3529,-2.0115,0,44.1176,0,0,35.9887,41.5127,0,0,5.3462,1.7283,2.5358,-0.0282,37.3795,0,34.5,0,0,24.3083
661,1,2.0557,1.9615,11.2181,6,3.6664,0,0.24,-3.661,167.6238,98.482,1,0,64.9187,90.0964,1,0,6.631,3.1307,7.0083,-0.2164,0,0,138.5854,0,4.667,33.381
662,0,1.6812,2.0205,3.107,12,1.6653,0,0.4483,-3.3946,188.0242,78.5517,0,0,64.5148,76.8814,0,0,7.5623,2.4418,4.0064,-0.4323,48.5309,0,105.5556,0,5.6684,41.9272
663,1,3.6963,1.9288,21.7958,0,6.4884,0,0,-6.5171,1059.8965,181.9412,2,0,106.998,134.2509,2,0,5.743,6.066,7.0094,0.2369,0,0,386.2778,0,3.2189,60.1757
665,0,2.1713,1.9448,9.2537,6,2.1024,0,0.2727,-2.547,71.1193,79.0909,1,0,45.4827,64.5977,1,0,6.0326,1.9534,7.0083,-0.0814,31.1892,0,93.7778,0,3.8408,26.2538
667,0,2.1924,1.9416,1.2528,6,1.5571,0,0.4615,-2.0643,0,43.988,0,0,35.8068,32.1057,0,0,5.3733,2.1547,6.0028,-0.28,0,0,12.0556,0,0,30.5903
668,0,2.1924,1.9416,1.2287,6,1.2758,0,0.4286,-2.0084,0,37.2205,0,0,35.8644,35.303,0,0,5.3733,1.9222,4.0052,-0.2687,0,0,14.716,0,0,25.0513
669,0,1.9747,1.7178,-0.1907,0,1.2302,0,0,-1.8404,0,5.3519,0,0,21.44,12,0,0,2.3979,1.464,1.6418,-0.0046,0,0,0,0,0,25
674,0,2.4475,1.8334,-2.2417,0,2.4846,0,0,-2.4469,0,37.0782,0,0,32.259,28.6034,0,0,3.3673,1.4806,3.51,0.0469,0,0,23.4198,0,0,28.433
677,1,2.1722,1.9749,-2.8364,12,3.7336,0.0917,0.4483,-6.2513,137.0831,84.4266,0,0,86.1928,82.1266,0,0,7.7905,5.5995,6.0026,-0.2983,0,0,181.1975,0,5.942,64.9204
678,1,2.165,2.0017,-3.7976,6,2.6762,0,0.5556,-3.8881,0,68.7791,3,0,53.835,49.0587,2,0,7.5469,2.7548,7.0094,0.0066,0,0,136.1235,0,5.7027,43.7922
679,1,1.818,2.029,-3.2847,12,1.7333,0,0.5417,-3.3485,118.2293,78,1,0,56.3165,41.6005,1,0,7.3808,2.9176,7.0083,0.0069,60.6637,0,124.6667,0,5.4329,43.098
681,0,2.2284,1.9476,0.2633,6,1.0231,0,0.3,-1.7031,0,54.2,0,0,40.769,45.7095,0,0,5.5349,1.7526,2.2806,0.1556,32.2944,0,56,0,0,27.4221
682,0,2.3288,1.9423,35.9412,6,3.8021,0,0.2857,-2.1855,76.9824,109.2381,2,1,47.4001,69.4838,2,0,6.4892,1.5532,8.0019,0.7801,0,0,163.1111,0,4.343,28.5062
684,0,2.3238,1.683,-0.0247,0,0.5975,0,0,-2.2551,0,6.0477,0,0,27.495,9.6096,0,0,2.3979,2.2986,1.4815,-0.0104,0,0,0,0,0,48.1592
685,1,1.3798,2.1464,-4.6377,22,2.9001,0,0.6316,-7.5838,345.6644,129.4737,2,0,101.685,76.1629,2,0,10.4048,5.2626,7.0094,0.0089,72.7964,0,363.5556,1,8.4972,80.783
686,1,1.7616,2.1117,-2.4768,13,0.6155,0,0.619,-3.8069,20.1554,57.6931,0,0,59.331,40.2387,0,0,8.8296,4.0545,2.2707,0.0204,11.3368,0,62.2963,1,7.2698,40.8032
687,0,2.5961,1.923,20.8555,6,3.0029,0,0.3529,-2.3476,0,67.6296,1,0,47.8337,59.4869,1,0,6.2891,2.2738,7.0083,-0.8598,0,0,118.675,0,3.1689,32.6188
688,1,3.4466,1.8574,-0.3816,0,2.1238,0,0,-0.8399,221.4828,63.2991,2,0,67.752,57.0769,0,0,4.7622,2.0583,2.1718,0.2677,57.4965,2,22.284,0,1.6094,48.06
690,1,1.6145,2.0897,0.4586,14,1.5357,0,0.6667,-3.4217,70.6735,71.6614,0,0,57.2017,64.7289,0,0,8.4534,2.6864,3.0402,-0.1225,35.1561,0,65.142,0,6.8735,32.4742
691,0,2.2317,1.9499,0.0933,6,2.503,0,0.3529,-1.3001,0,69.7647,0,0,34.6588,46.732,0,0,5.5835,1.4008,6.0028,-0.2529,0,0,52,0,0,24.9664
692,1,1.3363,2.1733,-1.5808,24,1.0832,0,0.6316,-7.8027,328.494,109.0526,0,0,105.158,59.596,0,0,11.0604,6.8904,2.2774,0.0611,0,0,244.5556,1,9.0903,82.4228
693,1,1.677,2.1475,-1.7666,16,0.7538,0,0.6154,-5.0741,40.3108,73.8462,0,0,68.378,40.2631,0,0,9.4379,4.4872,2.2699,0.0399,0,0,123,1,7.7088,54.6885
695,1,3.7094,1.887,11.3637,0,4.2801,0.1304,0,-2.6228,353.9988,99.4194,1,0,66.488,69.4897,0,1,4.7791,3.0536,3.5167,-1.1433,25.6094,1,139.2152,0,1.6094,37.7083
697,1,2.5184,1.9334,20.8261,6,3.9008,0,0.1765,-3.1158,244.4398,136.4706,1,0,65.3267,101.6155,1,0,6.7685,2.0876,7.0083,0.047,44.9755,0,219.7778,0,5.104,29.844
699,1,6.9134,1.8372,-140.5073,0,14.9985,0.4056,0,-4.8032,466.2904,94,1,0,53.2668,59.6379,1,0,6.25,5.7157,8.0226,-2.3094,0,0,2150.5,0,3.6109,101.9725
700,0,1.7997,2.0495,-2.2222,12,1.2946,0,0.6,-2.9438,41.1091,65.8,0,0,47.468,40.9288,0,0,7.4176,2.1436,3.0419,0.0758,36.3982,0,70.3333,0,5.6145,35.6127
701,1,1.6202,2.0524,-1.5788,16,4.3933,0,0.5517,-3.772,228.7984,117.1724,1,0,71.2496,83.7202,1,0,9.114,2.8712,7.0083,-0.7011,0,0,206.2222,0,7.335,46.5583
703,1,1.5392,2.0644,3.5562,12,3.9359,0,0.5,-3.0512,246.2011,118,0,0,68.1536,98.3325,0,0,7.9701,2.8165,6.0039,-0.4847,18.1991,0,166.0556,0,6.0404,42.92
704,0,2.2256,1.9448,9.3648,6,2.1024,0,0.2727,-2.547,80.6216,79.0909,1,0,45.4827,64.5977,1,0,6.0394,1.9534,7.0083,-0.0814,31.1892,0,98.3333,0,4.1231,26.2538
705,0,2.1906,1.77,-0.7494,0,1.2306,0,0,-1.5448,0,13.0645,1,0,25.713,24.5293,0,0,3.091,1.9777,2.2144,-0.0036,0,0,0,0,0,20.2439
706,0,1.9747,1.7178,-1.549,0,0.5684,0,0,-0.3273,0,26.1905,2,0,20.95,14.8966,0,0,2.9957,0.719,3.083,0.0287,0,1,0,0,0,15.6084
707,0,2.396,1.9385,27.2302,6,2.3654,0,0.4286,-2.6563,0,69.9063,1,1,40.7964,37.303,1,0,5.9239,2.3573,8.0019,1.0089,0,0,63.7315,0,3.1689,33.4956
710,1,2.4873,1.9225,2.3007,6,2.0614,0,0.4615,-3.3719,0,42.6268,0,0,43.1368,34.5959,0,0,5.8254,3.3524,6.0028,-0.3838,0,0,15.1235,0,0,43.771
711,0,2.3206,1.9418,1.8411,6,2.1024,0,0.2727,-1.6803,40.3108,81.0909,1,0,44.4595,57.3784,1,0,5.9612,1.3884,7.0083,0.0896,30.3318,0,87.6667,0,3.446,29.317
712,1,2.6417,1.9384,62.016,6,5.7172,0,0.24,-2.4458,207.4854,150.96,3,2,55.7073,86.977,3,0,7.0872,1.6797,8.003,1.6581,0,0,271,0,5.2291,34.368
714,1,2.5158,1.9225,0.7166,6,1.7859,0,0.4286,-3.5877,0,39.4497,0,0,45.8844,37.7932,0,0,5.8307,3.229,4.0052,-0.3713,0,0,16.0988,0,0,42.8119
715,0,2.4024,1.9368,35.9259,6,3.458,0,0.3333,-1.3808,0,91.1111,2,1,41.6143,57.0587,2,0,6.3685,0.6937,8.0019,0.5016,0,0,137,0,3.8408,27.1793
716,0,2.3884,1.9616,14.7658,6,3.7043,0,0.2069,-3.0998,311.9346,122.5517,0,0,54.7064,78.0208,0,0,6.4277,0.7438,3.5138,-0.2302,13.8475,0,133.6667,0,4.235,31.0419
717,1,1.8228,2.0718,19.2346,14,2.6996,0,0.5185,-3.7674,82.2182,95.6296,1,0,68.4133,59.7137,1,0,9.2567,3.6912,7.0083,-0.2602,54.5973,0,254.3333,1,7.5573,50.8511
718,0,2.2256,1.9448,17.0579,6,4.1346,0,0.3333,-1.6968,13.4369,86.4444,1,0,39.6061,54.3038,1,0,6.0394,1.3163,8.0019,-0.7207,0,0,111.1667,0,4.1231,26.1457
719,1,1.537,2.0679,-1.4434,16,2.5672,0,0.5806,-4.452,351.1272,104.8387,1,0,76.2308,71.4726,0,0,8.8123,4.9608,6.0028,0.1301,60.6637,0,164.7778,0,7.0096,52.9322
720,0,3.4454,1.8682,15.2209,0,4.038,0.15,0,-1.9838,171.4979,93.2876,1,0,57.0815,61.0237,1,1,4.4998,2.8736,7.0066,-1.2567,11.7619,0,93.6343,0,1.0986,31.9369
721,0,2.3774,1.9347,-13.7209,5,5.1219,0.1158,0.1852,-1.112,213.3322,143.6882,2,0,68.82,83.5733,1,1,6.5304,1.5214,7.0083,-0.6501,0,1,115.8883,0,4.5591,36.1435
722,1,2.734,1.931,31.2718,6,5.6675,0.0981,0.2143,-4.6117,266.2595,132.8078,2,0,78.0115,95.5864,1,1,7.0636,5.6015,7.0066,-1.8908,0,0,163.9383,0,5.136,56.6702
723,1,2.4149,1.9551,-1.1556,0,2.5975,0,0.1714,-2.3035,342.3336,82.1079,1,0,62.781,73.6766,1,0,5.1874,3.5141,7.0083,0.1478,6.9237,0,198.2315,0,2.5649,32.2091
724,0,1.9155,1.9054,-5.9012,0,2.3107,0,0.5,0.1043,0,57.6667,0,0,19.48,21.5098,0,0,3.7842,-0.216,3.5115,-0.0331,0,0,4,0,0,20.2331
725,0,1.9846,1.9965,21.0848,6,4.313,0.0676,0.2903,-3.1335,261.5388,136.8387,1,0,59.9367,102.0166,1,0,7.2151,2.1183,7.0083,-0.0759,25.9802,0,183.1667,0,5.6206,28.7126
726,1,2.4692,1.9458,20.4796,6,4.0071,0,0.1714,-3.165,442.5182,136.7429,0,0,63.8964,89.2831,0,0,6.6699,1.5208,3.5138,-0.0782,27.6949,0,173.3333,0,4.8397,35.9348
727,1,2.2442,1.9547,14.9445,6,4.0219,0,0.1622,-6.3092,384.6506,137.1482,1,0,85.568,114.5368,1,0,7.056,5.3492,7.0083,0.0554,6.0692,0,195.7037,0,5.0791,49.7778
729,1,1.8143,1.9923,29.0086,12,4.1336,0,0.52,-5.5818,179.8593,107.4637,1,1,74.6424,73.5671,1,0,7.9506,5.3473,8.0019,0.9159,0,0,129.2222,0,6.031,56.4523
731,0,2.7008,1.9165,17.1862,6,2.765,0,0.375,-2.8947,0,64.3704,1,0,50.6387,55.2451,1,0,6.45,2.3222,7.0083,-1.1891,0,0,111.9178,0,3.1689,42.0938
733,0,2.2256,1.9448,17.245,6,2.5019,0,0.3333,-2.0437,13.4369,66.3182,1,0,44.6581,54.3038,1,0,6.0394,1.8306,7.0083,-0.5599,0,0,86.7675,0,4.1231,27.999
734,0,2.3682,1.9396,19.0833,6,3.7642,0,0.1935,-2.576,201.7341,127.3548,1,0,60.5897,96.2959,1,0,6.62,1.7792,7.0083,0.0046,38.0517,0,176.7778,0,4.9002,28.825
735,1,7.0789,1.8393,-156.2055,0,16.3716,0.411,0,-5.3495,581.7669,100.1714,1,0,58.2138,63.2862,1,0,6.4003,6.351,8.0246,-2.3258,0,0,2448.0625,0,3.8286,112.0625
736,1,2.2947,1.968,-0.4049,12,2.4276,0,0.5455,-9.4347,50.2641,58.8777,0,0,91.958,44.1075,0,0,8.3216,8.5808,2.1289,0.0086,0,0,78.1494,0,6.5505,105.8261
737,0,2.4489,1.9282,107.5795,6,8.5569,0.0715,0.2222,-2.797,205.8616,164.6667,1,0,54.1497,90.1173,1,0,6.7003,2.7989,8.0074,-0.4784,0,0,231.0833,0,4.7067,35.4454
739,1,1.7883,1.992,28.4313,6,5.7471,0.0429,0.26,-3.8952,660.4378,182.9422,1,0,95.8264,157.1993,1,0,7.2668,3.9192,7.0067,0.0483,12.1327,0,336.4594,0,5.2794,43.5703
740,0,1.9756,1.9642,11.6915,6,3.2656,0,0.2609,-1.8597,161.1166,99.8261,2,0,49.5767,72.1676,1,0,6.613,1.3765,7.0083,0.3825,30.3318,0,88,0,4.6164,29.3599
741,1,2.3523,1.9247,0.2668,5,2.7714,0.0756,0.2941,-3.3568,81.0648,73.2593,0,0,50.315,53.1223,0,0,5.7932,2.7635,3.5107,-0.2263,6.9237,0,45.6157,0,2.4092,41.4687
742,1,1.5746,2.1163,-0.7708,18,1.3175,0,0.5625,-5.4064,226.2261,92,0,0,83.3724,66.3827,0,0,9.9906,4.7284,4.0052,-0.1909,6.0664,0,195.7778,1,8.1761,59.6097
743,1,2.414,1.9344,20.75,6,3.3556,0,0.2069,-3.3877,214.9835,117.0345,1,0,55.7367,84.3521,1,0,6.502,2.3301,7.0083,-0.0286,32.9039,0,162.1111,0,4.5413,29.271
744,1,2.3978,1.9516,12.7885,6,4.2132,0.1091,0.1765,-3.3089,416.2533,123.5338,1,0,76.388,102.868,0,1,6.6889,4.0848,3.5169,-1.1669,44.3687,1,167.6337,0,4.9127,37.6054
745,0,2.6481,1.923,16.0243,6,3.223,0,0.375,-2.1317,0,66.642,1,0,45.0861,52,1,0,6.3022,2.3972,7.0083,-0.9075,0,0,94.3294,0,3.8408,35.75
747,1,2.4634,1.9435,11.9856,6,3.2629,0,0.24,-4.7335,197.87,109.8066,1,0,67.1,88.4449,1,0,6.9593,3.7888,7.0083,-0.014,12.993,0,141.7037,0,4.9845,43.6584
748,1,3.1478,1.9335,105.8659,6,7.8004,0.0791,0.1429,-4.1154,660.1618,229.7672,4,2,85.6556,134.2356,4,0,7.6999,2.5329,8.003,2.0096,13.8475,0,445.7037,0,6.0064,41.7931
749,0,1.7841,2.0164,5.7236,6,3.2431,0,0.4828,-2.9655,283.4577,110.7969,2,0,66.1817,98.0107,1,0,6.8632,2.62,7.0083,-0.069,37.2556,0,174.6759,0,4.9358,32.505
750,0,2.0686,1.9637,14.5102,6,3.2169,0,0.2308,-2.5764,197.369,99.5385,1,0,51.7037,79.3407,1,0,6.1506,2.6451,7.0083,-0.0615,37.2556,0,136.5,0,4.2186,29.3394
753,0,2.3215,1.9432,5.5413,6,3.4047,0,0.2609,-3.0794,87.4962,98.2791,1,0,52.3077,79.0224,1,0,6.3792,2.307,7.0083,-0.1617,0,0,111.1656,0,4.4953,26.2276
755,0,2.3253,1.9408,43.8285,6,7.14,0.1,0.15,-2.2386,481.1384,196.0481,3,0,77.4155,129.7519,2,1,6.8306,3.6121,7.0088,-1.7506,30.3318,0,292.2176,0,4.645,41.1874
756,0,1.4836,2.1092,-6.916,14,6.1865,0,0.5556,-3.8648,509.4511,166,2,0,85.5888,132.6334,1,0,10.0581,3.0064,7.0083,-0.6156,6.076,0,319.1389,1,8.2429,44.4542
757,0,1.8046,2.0217,12.4286,9,3.4066,0,0.3913,-2.4364,109.9068,103.2174,1,0,52.1214,79.287,1,0,7.731,1.7412,7.0083,-0.5091,24.2655,0,104,0,6.2506,28.7647
759,0,4.5357,1.8731,38.9882,0,6.9722,0.1139,0,-1.8461,470.5651,178.0727,3,0,69.1905,104.0392,2,1,5.7268,2.7426,7.0088,-1.7418,13.8475,0,267.2438,0,3.2189,33.4626
761,1,1.7841,2.0164,1.7426,12,2.1139,0,0.5385,-4.4795,199.2669,88.3506,1,0,73.5542,65.1528,1,0,7.347,3.5435,7.0083,-0.0912,54.5973,0,139.5913,0,5.376,50.1901
763,1,2.2875,1.9414,14.2639,6,3.3719,0,0.3,-3.3109,87.0794,86.3556,1,0,51.5457,68.1739,1,0,6.3362,2.7116,7.0083,-0.2919,0,0,84.5761,0,4.3647,34.21
764,1,2.0644,1.9671,24.2967,11,5.7546,0.0466,0.275,-5.1322,588.5059,175.2049,1,0,86.584,129.2675,1,0,8.3975,4.217,7.0083,0.3808,34.6187,0,258.1965,0,6.6182,42.5217
766,0,2.469,1.9396,14.5532,6,3.3707,0.0657,0.2069,-3.7078,206.9018,119.8791,0,0,62.3154,87.3179,0,0,6.7926,1.6709,6.0273,-0.3214,6.9237,0,157.517,0,5.0185,34.531
767,1,1.9846,1.9965,23.9229,6,4.9924,0.0691,0.3103,-2.5951,240.9272,145.8621,1,0,56.8607,94.0875,1,0,7.2151,1.9121,7.0083,-0.2661,0,0,175.5,0,5.6206,32.4054
768,1,2.6747,1.9466,20.9411,6,5.6989,0.0949,0.1333,-3.807,767.081,175.7174,1,0,88.495,127.0915,0,1,7.1375,3.3075,3.517,-1.0305,25.6711,1,264.9105,0,5.45,39.0097
769,0,2.3685,1.9317,8.5755,6,2.6934,0.0671,0.2222,-3.3215,201.4024,95.0599,1,0,61.8302,94.8722,1,0,6.6156,2.4816,7.0083,-0.0992,0,0,173.9095,0,4.4666,29.9861
770,0,2.4322,1.9425,23.0871,6,4.4357,0.1071,0.1538,-3.2947,657.2625,131.0795,1,0,77.7855,106.9114,1,1,6.5239,4.8779,7.0066,-1.2332,58.0268,0,243.8519,0,4.4795,42.8874
771,1,2.2763,1.9487,180.4289,6,11.6374,0.0481,0.275,-4.4954,723.9906,252,2,2,79.9808,133.3095,2,0,7.6886,4.1482,8.0086,1.8122,0,0,500.6111,0,5.9043,44.762
772,1,2.0056,1.9827,95.2828,12,8.5392,0.0549,0.4138,-4.4236,254.1139,160.9979,1,0,69.3927,109.762,1,0,8.353,2.9464,8.0074,-0.3198,0,0,279.7809,0,6.5174,38.9015
773,1,2.1807,1.9513,-1.7364,6,2.9647,0,0.1875,-3.7962,322.0813,98.321,1,0,71.064,96.9804,1,0,6.4968,4.035,7.0083,0.0999,43.0129,0,152.6173,0,4.4921,34.1177
774,1,2.6419,1.9408,15.1158,6,5.4162,0.1049,0.1538,-3.0129,578.0791,166.8344,1,0,79.261,115.4201,0,1,7.0129,2.5273,3.5191,-1.1118,25.6711,1,216.7994,0,5.3483,34.543
775,1,2.4754,1.931,-0.6204,6,2.4201,0,0.4,-3.8562,0,62.7407,0,0,45.819,47.0936,0,0,6.0013,3.0504,3.5136,-0.1423,0,0,29.5825,0,2.151,40.1462
776,1,1.9284,1.9652,4.8882,6,6.4138,0,0.1364,-5.9319,515.7946,165.4882,1,0,87.877,131.2397,1,0,6.6042,4.5123,7.0083,0.1323,0,0,232.2099,0,4.3361,45.3209
777,0,2.2256,1.9448,27.4466,6,2.8881,0,0.3,-1.4912,53.7477,86,1,0,41.3904,63.6837,1,0,6.0394,1.4525,7.0083,-0.3281,12.9901,0,104.6667,0,4.1231,25.0553
778,1,3.0821,1.9408,77.5863,6,6.5035,0,0.1333,-4.6468,668.277,209.6444,2,2,86.6348,128.1398,2,0,7.472,4.2528,8.003,2.3704,27.6949,0,439,0,5.6145,42.0014
779,1,1.5159,2.0485,40.513,24,5.8201,0.0947,0.5263,-6.881,1432.4068,206.3578,1,0,126.7715,141.988,1,1,8.3472,7.4272,7.0066,-1.6295,103.9856,0,533.25,0,6.4659,87.5598
780,1,1.7674,1.9898,5.6569,12,7.3126,0,0.5333,-5.0144,262.1126,143.6477,2,0,74.2949,97.9037,2,0,7.3988,3.5801,8.003,-0.6262,5.3168,0,246.5864,0,5.3825,47.8406
781,1,2.1225,1.9828,-0.2003,12,2.4904,0,0.5455,-7.9578,50.2641,59.9731,0,0,81.938,49.0879,0,0,8.1437,7.274,2.169,0.0013,0,0,76.3009,0,6.3598,86.8429
782,1,2.0344,1.9755,14.4563,6,5.414,0,0.3235,-3.2527,287.8714,154.0799,3,0,79.7177,122.1797,3,0,7.4621,2.88,7.0104,-0.317,0,0,310.0514,0,5.7293,42.189
783,0,3.8938,1.8607,-2.2114,0,3.056,0,0,-2.1541,26.8739,72.2544,3,0,52.468,68.9225,1,0,4.7449,1.9907,7.0083,0.0509,0,0,140.8642,0,0,32.1854
784,1,2.069,1.9829,-0.8834,12,2.4904,0,0.5455,-7.9578,61.2503,59.9731,0,0,81.938,49.0879,0,0,8.1829,7.274,2.2099,0.0013,0,0,75.4405,0,6.3857,86.8429
786,1,1.7622,2.0097,0.5752,12,2.1492,0,0.5652,-6.0671,133.6353,79.9531,0,0,76.058,53.2292,0,0,7.6582,5.7664,3.5111,0.0168,42.4646,0,70,0,5.776,77.9894
787,0,2.5559,1.933,19.3446,5,5.6148,0.1081,0.1429,-2.486,455.5487,154.0437,1,0,73.582,98.038,0,1,6.5888,3.1887,3.517,-0.9053,27.6949,1,177.9401,0,4.5353,37.7148
788,1,2.1247,1.9768,11.3577,6,4.4071,0.0566,0.4074,-3.6771,196.733,121.6059,3,0,69.031,97.3624,2,0,7.3721,3.4213,7.0094,-0.1181,0,0,224.3292,0,5.6625,37.5725
790,1,2.2053,1.9746,-0.5334,12,2.5009,0,0.5455,-8.6982,55.7572,59.569,0,0,86.948,47.2948,0,0,8.2381,7.9274,2.2108,0.0041,0,0,77.0296,0,6.4597,96.6367
791,1,1.984,1.9812,-0.1175,11,4.7249,0.0522,0.3421,-2.7264,542.6175,145.744,0,0,76.6008,133.1028,0,0,7.3927,2.9161,6.0026,0.1794,20.7712,0,270.0988,0,5.551,35.0243
792,0,2.3707,1.9173,16.3057,5,4.1592,0.0728,0.1562,-2.4158,247.699,137.875,1,0,57.9087,94.6418,1,0,6.2908,2.0656,7.0083,0.5662,20.7712,0,160.8333,0,4.2749,27.2301
793,0,2.9501,1.937,5.064,6,5.7154,0,0.1463,-3.0453,555.3501,181.2195,2,0,76.756,127.0912,2,0,7.0114,1.8443,7.0094,0.1325,32.0466,0,435.75,0,5.0895,33.945
794,1,2.1317,1.9826,-1.1875,12,1.4475,0,0.5455,-9.0813,51.0533,70.0711,0,0,98.078,49.0879,0,0,8.1311,7.9286,2.1643,0.0001,24.2655,0,69.8254,0,6.3058,142.0545
795,1,1.7332,2.0315,2.7023,11,5.075,0.0463,0.4359,-4.6662,559.262,151.9228,0,0,83.895,138.7466,0,0,7.7637,3.6534,3.5151,0.4057,6.0664,0,256.8899,0,5.9384,38.9155
796,1,1.5208,2.0007,14.6296,12,4.9459,0.0806,0.3878,-5.2029,742.3606,189.9592,1,0,98.456,152.7592,1,0,8.0516,5.269,7.0083,0.1452,30.3318,0,434.9167,0,6.222,54.1112
798,1,1.7879,1.9866,2.1577,11,5.3739,0,0.4103,-4.9914,512.1089,152.9231,1,0,91.852,142.9575,1,0,7.1778,4.6024,7.0083,0.0099,6.9237,0,241.1821,0,4.9558,43.9995
799,0,2.5158,1.9309,14.8709,6,2.1896,0,0.3333,-2.0513,40.3108,68.1372,0,0,47.6478,58.3038,0,0,6.0071,1.0163,4.0065,-0.768,6.2558,0,74.679,0,2.7842,27.678
800,1,2.0163,1.9971,16.7248,6,6.5685,0,0.383,-2.4982,952.2644,176.5532,2,0,87.3919,154.4594,1,0,7.5526,3.3714,7.0083,-0.7106,6.076,0,426.5,1,5.6359,41.6203
801,1,2.1375,1.9719,16.9722,6,6.1255,0.05,0.3438,-3.6893,283.124,163.2454,3,0,75.467,113.7353,3,0,7.5082,2.7984,7.0104,-0.2791,0,0,325.9126,0,5.7718,43.6259
802,0,1.9343,1.9763,50.9655,12,6.8646,0.0718,0.3902,-4.1919,462.4088,203.8645,4,0,88.6277,157.911,4,0,7.7578,1.3904,7.015,-0.743,4.7221,0,503.3889,0,5.7432,41.2704
803,0,1.7623,2.0307,-3.0167,17,7.1819,0.0495,0.5429,-3.9835,372.361,160.6857,0,0,75.8208,114.3056,0,0,8.2157,2.4924,8.003,-0.1569,0,0,364.1111,0,6.4151,46.8211
806,0,2.3685,1.9317,8.3959,6,2.4552,0.062,0.2222,-3.5519,199.2935,96.3473,1,0,64.5202,94.8722,1,0,6.6156,2.5907,7.0083,-0.0954,12.1327,0,173.4414,0,4.4666,33.156
809,1,1.7103,2.0308,10.4337,17,7.0035,0.1134,0.5135,-4.994,386.4748,165.8859,0,0,83.708,117.9209,0,0,8.2447,1.9885,8.003,0.3251,24.2655,0,267.9784,0,6.4026,47.8466
810,0,1.9405,1.9789,45.4678,12,7.7512,0.0659,0.381,-4.5245,605.6052,212.1717,4,0,95.3327,169.2581,4,0,7.8329,1.8257,7.015,-0.9922,0,0,514.34,0,5.8021,43.5624
811,0,1.6279,2.0222,24.7461,15,7.4695,0.0827,0.5484,-4.0002,298.3595,163.2688,2,0,72.6855,121.2156,2,0,8.6383,1.5117,8.003,-0.5922,0,0,482.9198,0,7.0007,39.3822
812,0,1.9703,1.9745,39.5792,12,8.3113,0.0654,0.3478,-3.3977,655.7257,243.7391,4,0,96.7307,181.5545,4,0,7.8949,0.101,7.015,-1.0871,0,0,520.1204,0,5.862,42.0726
815,0,2.0548,1.9421,34.6684,6,5.3465,0.1421,0.2941,-3.6518,254.9162,149.3638,3,0,71.8308,112.92,3,0,6.9867,2.5979,7.0146,-0.1144,0,0,236.6954,0,4.9883,37.4028
816,0,2.0138,1.9408,65.7899,6,6.8208,0.137,0.2778,-3.0379,310.1526,192.5432,4,1,73.4752,126.0636,4,0,7.3229,1.8527,8.0019,0.9137,0,0,291.7994,0,5.3348,37.0844
818,1,2.1892,1.97,39.6218,6,5.4715,0.1311,0.2791,-3.9772,564.6315,169.0853,3,0,80.7918,130.2707,3,0,7.174,3.0331,7.0146,-0.0654,6.9237,0,368.5741,0,5.1544,40.3854
